title,company,location,description,salary_predicted,date_posted,category,avg_salary,city,description_clean,sql,python,power bi,tableau,excel,r,spark,aws,azure,snowflake,pandas,matplotlib,seaborn,machine learning,statistics,dax,etl,looker,databricks
Line of Business Engineering Data Analyst,Lockheed Martin,"Lakeside, Tarrant County","You will be the Line of Business Engineering Data Analyst for the F-35 Business Operations team which is responsible for building and sustaining the Line of Business performance dashboards that transforms raw data into actionable insight. What You Will Be Doing As the F-35 LoBE Data Analyst – Level 4 you will be responsible for designing, developing, and maintaining the enterprise‑wide performance dashboards while empowering the Engineering teams to make data‑driven decisions. Your responsibili…",Yes,"May 15, 2026","Energy, Oil & Gas Jobs",120689.61,Lakeside,"you will be the line of business engineering data analyst for the f-35 business operations team which is responsible for building and sustaining the line of business performance dashboards that transforms raw data into actionable insight. what you will be doing as the f-35 lobe data analyst – level 4 you will be responsible for designing, developing, and maintaining the enterprise‑wide performance dashboards while empowering the engineering teams to make data‑driven decisions. your responsibili…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Business Analytics/Data Analyst (contract),Robert Half,"Highland Park, Dallas","Description We are looking for a Business Analytics/Data Analyst to join a long-term contract opportunity in Dallas, Texas within the energy and natural resources sector. This position will focus on preparing, organizing, and validating critical business data to support a major enterprise implementation. The ideal candidate will work across business and technical teams to improve data accuracy, ensure reliable conversion outcomes, and maintain strong documentation throughout the project lifecyc…",Yes,"May 23, 2026",IT Jobs,91937.87,Highland Park,"description we are looking for a business analytics/data analyst to join a long-term contract opportunity in dallas, texas within the energy and natural resources sector. this position will focus on preparing, organizing, and validating critical business data to support a major enterprise implementation. the ideal candidate will work across business and technical teams to improve data accuracy, ensure reliable conversion outcomes, and maintain strong documentation throughout the project lifecyc…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Procurement Systems Data Analyst-2,Quality Technology Services,"Irving, Dallas","The Procurement Systems Data Analyst plays a crucial role in supporting day-to-day operations and future-state procurement initiatives by influencing strategic decisions through data-driven analytics and collaboration. As a Procurement Systems Data Analyst, you will be responsible for maintaining the vital integrity of data which drives business efficiency, while synchronously providing proactive communication, problem-solving abilities, and ownership. The ideal candidate will possess a combina…",Yes,"April 08, 2026",IT Jobs,111863.04,Irving,"the procurement systems data analyst plays a crucial role in supporting day-to-day operations and future-state procurement initiatives by influencing strategic decisions through data-driven analytics and collaboration. as a procurement systems data analyst, you will be responsible for maintaining the vital integrity of data which drives business efficiency, while synchronously providing proactive communication, problem-solving abilities, and ownership. the ideal candidate will possess a combina…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tactical Infrastructure Data Analyst (CBP),LMI,"Mcallen, Hidalgo County","LMI seeks a Tactical Infrastructure Data Analyst to support a federal program management office in RGV, RX. Join our team of collaborative self-starters focused on delivering practical and efficient solutions to help our client keep U.S. borders safe and facilitate trade and travel. As part of our high-performing team, you will augment our vital work to provide “eyes and ears” technology to protect our nation. LMI is a new breed of digital solutions provider dedicated to accelerating government…",Yes,"May 15, 2026",IT Jobs,102764.52,Mcallen,"lmi seeks a tactical infrastructure data analyst to support a federal program management office in rgv, rx. join our team of collaborative self-starters focused on delivering practical and efficient solutions to help our client keep u.s. borders safe and facilitate trade and travel. as part of our high-performing team, you will augment our vital work to provide “eyes and ears” technology to protect our nation. lmi is a new breed of digital solutions provider dedicated to accelerating government…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Analyst II-Credit Review,GM Financial,"Fort Worth, Tarrant County","Description Why GMF Technology? Innovation isn’t just a talking point at GM Financial, it’s how we operate. From generative AI and cloud-native technologies to peer-led learning and hackathons, our tech teams are building real solutions that make a difference. We’re committed to AI-powered transformation, using advanced machine learning and automation to help us reimagine customer interactions and modernize operations, positioning GM Financial as a leader in digital innovation within a dynamic …",Yes,"May 10, 2026",IT Jobs,106633.62,Fort Worth,"description why gmf technology? innovation isn’t just a talking point at gm financial, it’s how we operate. from generative ai and cloud-native technologies to peer-led learning and hackathons, our tech teams are building real solutions that make a difference. we’re committed to ai-powered transformation, using advanced machine learning and automation to help us reimagine customer interactions and modernize operations, positioning gm financial as a leader in digital innovation within a dynamic …",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Procurement Systems Data Analyst-2,"Quality Technology Services, LLC","Irving, Dallas","The Procurement Systems Data Analyst plays a crucial role in supporting day-to-day operations and future-state procurement initiatives by influencing strategic decisions through data-driven analytics and collaboration. As a Procurement Systems Data Analyst, you will be responsible for maintaining the vital integrity of data which drives business efficiency, while synchronously providing proactive communication, problem-solving abilities, and ownership. The ideal candidate will possess a combina…",Yes,"April 08, 2026",IT Jobs,135074.2,Irving,"the procurement systems data analyst plays a crucial role in supporting day-to-day operations and future-state procurement initiatives by influencing strategic decisions through data-driven analytics and collaboration. as a procurement systems data analyst, you will be responsible for maintaining the vital integrity of data which drives business efficiency, while synchronously providing proactive communication, problem-solving abilities, and ownership. the ideal candidate will possess a combina…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Analyst - Foxconn Industrial Internet,FII,"Houston, Harris County","Job Summary: Foxconn Houston has several Lighthouse Factory plants manufacturing servers and server cabinets. The company is hiring dedicated analysts to transform data into actionable insights. This role collaborates with data engineers to visualize data from all kinds of sources within the manufacturing factory setting. The data analyst will analyze, design, create, maintain, update, manage and present Tableau dashboards and stories for the factory management teams. The analyst will also get …",Yes,"April 16, 2026",IT Jobs,112816.22,Houston,"job summary: foxconn houston has several lighthouse factory plants manufacturing servers and server cabinets. the company is hiring dedicated analysts to transform data into actionable insights. this role collaborates with data engineers to visualize data from all kinds of sources within the manufacturing factory setting. the data analyst will analyze, design, create, maintain, update, manage and present tableau dashboards and stories for the factory management teams. the analyst will also get …",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Data Analyst Batch AI,Command Alkon USA,"University Park, Dallas","Title: Senior Data Analyst Batch AI Summary of Role The Senior Data Analyst will act as an investigator of real-world plant performance, analyzing data from hundreds of concrete plants running Command Alkon’s Batch AI to uncover inefficiencies, anomalies, and opportunities for improvement. This role goes beyond assigned analysis. Success comes from proactively identifying patterns others miss, asking the right questions, and continuously exploring data to better understand how Batch AI performs…",Yes,"April 10, 2026",IT Jobs,70441.68,University Park,"title: senior data analyst batch ai summary of role the senior data analyst will act as an investigator of real-world plant performance, analyzing data from hundreds of concrete plants running command alkon’s batch ai to uncover inefficiencies, anomalies, and opportunities for improvement. this role goes beyond assigned analysis. success comes from proactively identifying patterns others miss, asking the right questions, and continuously exploring data to better understand how batch ai performs…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Line of Business Engineering Data Analyst,Lockheed Martin,"Fort Worth, Tarrant County","Description: You will be the Line of Business Engineering Data Analyst for the F\-35 Business Operations team which is responsible for building and sustaining the Line of Business performance dashboards that transforms raw data into actionable insight\. What You Will Be Doing As the F\-35 LoBE Data Analyst - Level 4 you will be responsible for designing, developing, and maintaining the enterprise-wide performance dashboards while empowering the Engineering teams to make data-driven decisions\. …",Yes,"May 16, 2026",IT Jobs,93246.85,Fort Worth,"description: you will be the line of business engineering data analyst for the f\-35 business operations team which is responsible for building and sustaining the line of business performance dashboards that transforms raw data into actionable insight\. what you will be doing as the f\-35 lobe data analyst - level 4 you will be responsible for designing, developing, and maintaining the enterprise-wide performance dashboards while empowering the engineering teams to make data-driven decisions\. …",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Analyst Asc - Level 1,Lockheed Martin,"Watauga, Tarrant County","What You Will Be Doing: The selected candidate will perform data analysis in support of F-35 Sustainment and will be responsible for collecting, processing, and analyzing data to develop immersive stories that answer business questions. Using proven and sound statistical methods, the analyst draws insights from data, and translates those insights into action that drive business results. Data Analysts are extremely resourceful and able to find novel new data sources to enrich their analysis. The…",Yes,"May 16, 2026",IT Jobs,128568.78,Watauga,"what you will be doing: the selected candidate will perform data analysis in support of f-35 sustainment and will be responsible for collecting, processing, and analyzing data to develop immersive stories that answer business questions. using proven and sound statistical methods, the analyst draws insights from data, and translates those insights into action that drive business results. data analysts are extremely resourceful and able to find novel new data sources to enrich their analysis. the…",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Minigrip- SR. PERFORMANCE DATA ANALYST,Inteplast,"Seguin, Guadalupe County","TITLE: Sr. Performance Data Analyst POSITION OBJECTIVE: Reporting directly to Engineering, the objective of this position is to collect, analyze, and interpret key machine and production data to support operational efficiency, identify trends, and drive data-informed decision-making. By transforming raw data into actionable insights, this role plays a critical part in improving production performance, reducing downtime, and supporting continuous improvement initiatives across the organization. …",Yes,"May 15, 2026",Manufacturing Jobs,78370.38,Seguin,"title: sr. performance data analyst position objective: reporting directly to engineering, the objective of this position is to collect, analyze, and interpret key machine and production data to support operational efficiency, identify trends, and drive data-informed decision-making. by transforming raw data into actionable insights, this role plays a critical part in improving production performance, reducing downtime, and supporting continuous improvement initiatives across the organization. …",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Division Nursing Clinical Data Analyst,HCA Healthcare,"Old Sixth Ward, Houston","Experience the HCA Healthcare difference where colleagues are trusted, valued members of our healthcare team. Grow your career with an organization committed to delivering respectful, compassionate care, and where the unique and intrinsic worth of each individual is recognized. Submit your application for the opportunity below: Clinical Data Analyst Job Summary and Qualifications The Clinical Informatics Analyst (CIA) is the key facility resource that is responsible for delivering the successfu…",Yes,"May 08, 2026",Healthcare & Nursing Jobs,91023.05,Old Sixth Ward,"experience the hca healthcare difference where colleagues are trusted, valued members of our healthcare team. grow your career with an organization committed to delivering respectful, compassionate care, and where the unique and intrinsic worth of each individual is recognized. submit your application for the opportunity below: clinical data analyst job summary and qualifications the clinical informatics analyst (cia) is the key facility resource that is responsible for delivering the successfu…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
F&B and Rewards Data Analyst,Cinepolis Usa,"Addison, Dallas","JOB DESCRIPTION JOB CODE: DATE: 09/30/2022 FLSA STATUS: Exempt TITLE: F&B Rewards Data Analyst DEPARMENT: Food and Beverage LOCATION: Dallas, TX SUPERVISORY RESPONSABILITY None REPORTS TO: Director of F&B Analytics and the Director of Marketing & Loyalty. JOB SUMMARY The F&B and Rewards Data Analyst will support the Director of F&B Analytics and the and the Director of Marketing & Loyalty to drive sales by analyzing the sales and Rewards members information, to create year around promotions, sp…",Yes,"September 20, 2024",Hospitality & Catering Jobs,83667.05,Addison,"job description job code: date: 09/30/2022 flsa status: exempt title: f&b rewards data analyst deparment: food and beverage location: dallas, tx supervisory responsability none reports to: director of f&b analytics and the director of marketing & loyalty. job summary the f&b and rewards data analyst will support the director of f&b analytics and the and the director of marketing & loyalty to drive sales by analyzing the sales and rewards members information, to create year around promotions, sp…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Azure Data Analyst - INTL India,Insight Global,"Plano, Collin County","Job Description A client is looking for a Data Analyst/Engineer to join their team in India. They will be supporting our platform, Mosaic which delivers a systemized capability for the complete planning & forecasting process by each customer, product, and business unit across the sector, as well as reporting analytics for actuals. They will use Databricks to gather, cleanse, transform and analyze large datasets in preparation for data scientists to build data models with. They will then use Syn…",Yes,"May 02, 2026",IT Jobs,138710.88,Plano,"job description a client is looking for a data analyst/engineer to join their team in india. they will be supporting our platform, mosaic which delivers a systemized capability for the complete planning & forecasting process by each customer, product, and business unit across the sector, as well as reporting analytics for actuals. they will use databricks to gather, cleanse, transform and analyze large datasets in preparation for data scientists to build data models with. they will then use syn…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Data Analyst Sr. - Level 3,Lockheed Martin,"Watauga, Tarrant County","What You Will Be Doing: The selected candidate will perform data analytics in support of F-35 Sustainment and will be responsible for collecting, processing, and analyzing data to develop immersive stories that answer business questions. Using proven and sound statistical methods, the analyst draws insights from data, and translates those insights into action that drive business results. Data Analysts are extremely resourceful and able to find novel new data sources to enrich their analysis. Th…",Yes,"May 09, 2026","Energy, Oil & Gas Jobs",144756.28,Watauga,"what you will be doing: the selected candidate will perform data analytics in support of f-35 sustainment and will be responsible for collecting, processing, and analyzing data to develop immersive stories that answer business questions. using proven and sound statistical methods, the analyst draws insights from data, and translates those insights into action that drive business results. data analysts are extremely resourceful and able to find novel new data sources to enrich their analysis. th…",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Senior Data Analyst / Developer / Engineer,Janson,"Texas, US","The Senior Data Analyst / Developer will execute analytics development, support training, and contribute to dashboards, automation, and prototype predictive analytics under senior guidance. This position requires the ability to obtain and maintain a U.S. Government security clearance, which requires U.S. citizenship. Candidates without an active clearance may perform unclassified preparatory work while clearance processing is underway. Requirements Key Requirements · Secret Security Clearance: …",Yes,"May 23, 2026",IT Jobs,121139.68,Texas,"the senior data analyst / developer will execute analytics development, support training, and contribute to dashboards, automation, and prototype predictive analytics under senior guidance. this position requires the ability to obtain and maintain a u.s. government security clearance, which requires u.s. citizenship. candidates without an active clearance may perform unclassified preparatory work while clearance processing is underway. requirements key requirements · secret security clearance: …",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sr. Data Analyst - INTL Mexico,Insight Global,"Highland Park, Dallas","Job Description As a Data Analyst, you will play a crucial role in analyzing and interpreting data to drive business decisions, collaborating with cross-functional teams including Marketing, Pricing, and Data Science. You will be responsible for working with relational databases such as Snowflake and using advanced data visualization tools such as Tableau to present actionable insights to stakeholders. Key Responsibilities include: Analyze marketing and pricing data to uncover actionable insigh…",Yes,"May 12, 2026",IT Jobs,94817.49,Highland Park,"job description as a data analyst, you will play a crucial role in analyzing and interpreting data to drive business decisions, collaborating with cross-functional teams including marketing, pricing, and data science. you will be responsible for working with relational databases such as snowflake and using advanced data visualization tools such as tableau to present actionable insights to stakeholders. key responsibilities include: analyze marketing and pricing data to uncover actionable insigh…",False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
INTL India - Business Data Analyst,Insight Global,"San Antonio, Bexar County","Job Description Insight Global is looking for a Business Data Analyst. This person will be responsible to analyze and compare data across multiple environments, including: EDH (master data management platform), EDM (database/process pushing data to the POS), Unit level restaurant data stored in SQL Express. Write and execute complex SQL queries to: Profile data, compare records across systems, Identify discrepancies and missing attributes. Perform data reconciliation to determine where and why …",Yes,"May 01, 2026",IT Jobs,54073.52,San Antonio,"job description insight global is looking for a business data analyst. this person will be responsible to analyze and compare data across multiple environments, including: edh (master data management platform), edm (database/process pushing data to the pos), unit level restaurant data stored in sql express. write and execute complex sql queries to: profile data, compare records across systems, identify discrepancies and missing attributes. perform data reconciliation to determine where and why …",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
INTL- Digital Data Analyst (Colombia),Insight Global,"Plano, Collin County","Job Description An employer is looking for a Digital Data Analyst to help drive the client's digital analytics and technology platform supporting their A/B testing program and merchandising product teams. You will play a key role in analyzing A/B tests to drive data-driven decision-making and optimize products/ services. You will own analyses and integration projects from beginning to end, including opportunity identification, problem scoping, analysis framing / execution, and dashboarding resu…",Yes,"April 29, 2026",IT Jobs,104416.48,Plano,"job description an employer is looking for a digital data analyst to help drive the client's digital analytics and technology platform supporting their a/b testing program and merchandising product teams. you will play a key role in analyzing a/b tests to drive data-driven decision-making and optimize products/ services. you will own analyses and integration projects from beginning to end, including opportunity identification, problem scoping, analysis framing / execution, and dashboarding resu…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Analyst I - Model Management,GM Financial,"Fort Worth, Tarrant County","Description Why GMF Technology? Innovation isn’t just a talking point at GM Financial, it’s how we operate. From generative AI and cloud-native technologies to peer-led learning and hackathons, our tech teams are building real solutions that make a difference. We’re committed to AI-powered transformation, using advanced machine learning and automation to help us reimagine customer interactions and modernize operations, positioning GM Financial as a leader in digital innovation within a dynamic …",Yes,"May 07, 2026",IT Jobs,118301.21,Fort Worth,"description why gmf technology? innovation isn’t just a talking point at gm financial, it’s how we operate. from generative ai and cloud-native technologies to peer-led learning and hackathons, our tech teams are building real solutions that make a difference. we’re committed to ai-powered transformation, using advanced machine learning and automation to help us reimagine customer interactions and modernize operations, positioning gm financial as a leader in digital innovation within a dynamic …",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Data Analyst Asc - Level 1,Lockheed Martin,"Fort Worth, Tarrant County","Description: What You Will Be Doing: The selected candidate will perform data analysis in support of F\-35 Sustainment and will be responsible for collecting, processing, and analyzing data to develop immersive stories that answer business questions\. Using proven and sound statistical methods, the analyst draws insights from data, and translates those insights into action that drive business results\. Data Analysts are extremely resourceful and able to find novel new data sources to enrich the…",Yes,"May 16, 2026",IT Jobs,122270.98,Fort Worth,"description: what you will be doing: the selected candidate will perform data analysis in support of f\-35 sustainment and will be responsible for collecting, processing, and analyzing data to develop immersive stories that answer business questions\. using proven and sound statistical methods, the analyst draws insights from data, and translates those insights into action that drive business results\. data analysts are extremely resourceful and able to find novel new data sources to enrich the…",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Data Analyst Sr. - Level 3,Lockheed Martin,"Fort Worth, Tarrant County","Description: What You Will Be Doing: The selected candidate will perform data analytics in support of F\-35 Sustainment and will be responsible for collecting, processing, and analyzing data to develop immersive stories that answer business questions\. Using proven and sound statistical methods, the analyst draws insights from data, and translates those insights into action that drive business results\. Data Analysts are extremely resourceful and able to find novel new data sources to enrich th…",Yes,"May 09, 2026",IT Jobs,122046.71,Fort Worth,"description: what you will be doing: the selected candidate will perform data analytics in support of f\-35 sustainment and will be responsible for collecting, processing, and analyzing data to develop immersive stories that answer business questions\. using proven and sound statistical methods, the analyst draws insights from data, and translates those insights into action that drive business results\. data analysts are extremely resourceful and able to find novel new data sources to enrich th…",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Security Analytics Analyst (Data Analyst),DTCC,"Coppell, Dallas","Description Are you ready to make an impact at DTCC? Do you want to work on innovative projects, collaborate with a dynamic and supportive team, and receive investment in your professional development? At DTCC, we are at the forefront of innovation in the financial markets. We are committed to helping our employees grow and succeed. We believe that you have the skills and drive to make a real impact. We foster a thriving internal community and are committed to creating a workplace that looks li…",Yes,"April 10, 2026",IT Jobs,96997.64,Coppell,"description are you ready to make an impact at dtcc? do you want to work on innovative projects, collaborate with a dynamic and supportive team, and receive investment in your professional development? at dtcc, we are at the forefront of innovation in the financial markets. we are committed to helping our employees grow and succeed. we believe that you have the skills and drive to make a real impact. we foster a thriving internal community and are committed to creating a workplace that looks li…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Metrics Data Analyst-Washington DC,Serco,"San Antonio, Bexar County","Position Description & Qualifications If you love high profile and challenging programing projects supporting the US Navy- Serco has a great opportunity for you! We are seeking a Metrics Analyst with Navy experience to help senior leaders leverage data for strategic decision-making. This role is ideal for a former Navy professional who understands shipboard operations, readiness, and maintenance, and knows how to guide the development of impactful dashboards. You won't just build dashboards-you…",Yes,"May 07, 2026",IT Jobs,95911.02,San Antonio,"position description & qualifications if you love high profile and challenging programing projects supporting the us navy- serco has a great opportunity for you! we are seeking a metrics analyst with navy experience to help senior leaders leverage data for strategic decision-making. this role is ideal for a former navy professional who understands shipboard operations, readiness, and maintenance, and knows how to guide the development of impactful dashboards. you won't just build dashboards-you…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Metrics Data Analyst-Washington DC,Serco,"Tarrytown, Travis County","Position Description & Qualifications If you love high profile and challenging programing projects supporting the US Navy- Serco has a great opportunity for you! We are seeking a Metrics Analyst with Navy experience to help senior leaders leverage data for strategic decision-making. This role is ideal for a former Navy professional who understands shipboard operations, readiness, and maintenance, and knows how to guide the development of impactful dashboards. You won't just build dashboards-you…",Yes,"May 07, 2026",IT Jobs,117315.11,Tarrytown,"position description & qualifications if you love high profile and challenging programing projects supporting the us navy- serco has a great opportunity for you! we are seeking a metrics analyst with navy experience to help senior leaders leverage data for strategic decision-making. this role is ideal for a former navy professional who understands shipboard operations, readiness, and maintenance, and knows how to guide the development of impactful dashboards. you won't just build dashboards-you…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Metrics Data Analyst-Washington DC,Serco,"Amarillo, Potter County","Position Description & Qualifications If you love high profile and challenging programing projects supporting the US Navy- Serco has a great opportunity for you! We are seeking a Metrics Analyst with Navy experience to help senior leaders leverage data for strategic decision-making. This role is ideal for a former Navy professional who understands shipboard operations, readiness, and maintenance, and knows how to guide the development of impactful dashboards. You won't just build dashboards-you…",Yes,"May 07, 2026",IT Jobs,99980.8,Amarillo,"position description & qualifications if you love high profile and challenging programing projects supporting the us navy- serco has a great opportunity for you! we are seeking a metrics analyst with navy experience to help senior leaders leverage data for strategic decision-making. this role is ideal for a former navy professional who understands shipboard operations, readiness, and maintenance, and knows how to guide the development of impactful dashboards. you won't just build dashboards-you…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Senior Data Analyst II, Product",MongoDB,"Tarrytown, Travis County",The worldwide data management software market is massive (IDC forecasts it to be $138 billion by 2026!). At MongoDB we are transforming industries and empowering developers to build amazing apps that people use every day. We are the leading modern data platform and the first database provider to IPO in over 20 years. Join our team and be at the forefront of innovation and creativity. The Senior Product Analyst II will play a meaningful role in further developing our rapidly growing Data Analyti…,Yes,"April 25, 2026",IT Jobs,134058.08,Tarrytown,the worldwide data management software market is massive (idc forecasts it to be $138 billion by 2026!). at mongodb we are transforming industries and empowering developers to build amazing apps that people use every day. we are the leading modern data platform and the first database provider to ipo in over 20 years. join our team and be at the forefront of innovation and creativity. the senior product analyst ii will play a meaningful role in further developing our rapidly growing data analyti…,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Senior Data Analyst II, Product",MongoDB,"Austin, Travis County",The worldwide data management software market is massive (IDC forecasts it to be $138 billion by 2026!). At MongoDB we are transforming industries and empowering developers to build amazing apps that people use every day. We are the leading modern data platform and the first database provider to IPO in over 20 years. Join our team and be at the forefront of innovation and creativity. The Senior Product Analyst II will play a meaningful role in further developing our rapidly growing Data Analyti…,Yes,"April 26, 2026",IT Jobs,104372.27,Austin,the worldwide data management software market is massive (idc forecasts it to be $138 billion by 2026!). at mongodb we are transforming industries and empowering developers to build amazing apps that people use every day. we are the leading modern data platform and the first database provider to ipo in over 20 years. join our team and be at the forefront of innovation and creativity. the senior product analyst ii will play a meaningful role in further developing our rapidly growing data analyti…,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Scientist / Senior Data Analyst,IntegraFEC,"Austin, Travis County","Integra FEC (Financial Economic Consulting) is a litigation and economic consulting firm that exists to restore integrity to the financial system through forensic data analytics. We work with government agencies and law firms in their efforts to combat a wide array of financial fraud, in areas ranging from securities to healthcare to crypto assets. We are looking for strong candidates with quantitative and financial backgrounds and a natural curiosity to learn to join our team and help tackle c…",Yes,"January 25, 2026",Consultancy Jobs,111812.48,Austin,"integra fec (financial economic consulting) is a litigation and economic consulting firm that exists to restore integrity to the financial system through forensic data analytics. we work with government agencies and law firms in their efforts to combat a wide array of financial fraud, in areas ranging from securities to healthcare to crypto assets. we are looking for strong candidates with quantitative and financial backgrounds and a natural curiosity to learn to join our team and help tackle c…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Manager Data Analyst - Data Strategy and Risk Innovation, PULSE",Capital One,"Houston, Harris County","Manager Data Analyst - Data Strategy and Risk Innovation, PULSE At Capital One, data is at the center of everything we do. When we launched as a startup we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in the world of data-driven de…",No,"May 16, 2026",IT Jobs,160400.0,Houston,"manager data analyst - data strategy and risk innovation, pulse at capital one, data is at the center of everything we do. when we launched as a startup we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a fortune 200 company and a leader in the world of data-driven de…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enterprise Data Analyst - Power BI Developer,Axiom Space,"Houston, Harris County","Axiom Space is a human space exploration company, building era-defining space infrastructure and delivering technology-driven solutions that will empower civilization to transcend Earth. Beginning with Axiom Station, successor to the International Space Station, the company is pioneering a next-generation orbital settlement that will foster groundbreaking innovation and research in microgravity and drive the global space economy of tomorrow. Today, guided by the vision of leading humanity's exp…",Yes,"April 16, 2026",IT Jobs,87936.72,Houston,"axiom space is a human space exploration company, building era-defining space infrastructure and delivering technology-driven solutions that will empower civilization to transcend earth. beginning with axiom station, successor to the international space station, the company is pioneering a next-generation orbital settlement that will foster groundbreaking innovation and research in microgravity and drive the global space economy of tomorrow. today, guided by the vision of leading humanity's exp…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Virtual Data Analyst / Entry Level (Remote),Intellectual Technical Training Institute,"San Angelo, Tom Green County","Virtual Data Analyst / Entry Level (Remote) Location: New York, New York 10025 — 100% Remote Job Type: Full Time Salary: $40,000 - $55,000 per year About the Role We are hiring a Data Entry and Reporting Analyst to support our business intelligence and operations team from home. This fully remote role is open to candidates in New York, New York and involves collecting, organizing, entering, and analyzing data across internal systems and generating reports for management review. Due to access to…",No,"May 27, 2026",IT Jobs,47500.0,San Angelo,"virtual data analyst / entry level (remote) location: new york, new york 10025 — 100% remote job type: full time salary: $40,000 - $55,000 per year about the role we are hiring a data entry and reporting analyst to support our business intelligence and operations team from home. this fully remote role is open to candidates in new york, new york and involves collecting, organizing, entering, and analyzing data across internal systems and generating reports for management review. due to access to…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Power BI Data Analyst (Tableau),Sandtech Solutions Llc,"Lackland Air Force Base, Bexar County","Senior Power BI Data Analyst (Tableau) Requirements: Active TS/SCI Clearance BA/BS Degree in Computer Science, Computer Engineering, or equivalent work experience 5 years of relevant experience in Data Engineering and Business Analytics or related field working on largescale complex programs focused on Data Integration & Analytics. 5 years hands on experience in building reports using Tableau 5 years of experience creating reports, dashboards, and or summarizing large amounts of data into actio…",Yes,"February 18, 2026",IT Jobs,98025.59,Lackland Air Force Base,"senior power bi data analyst (tableau) requirements: active ts/sci clearance ba/bs degree in computer science, computer engineering, or equivalent work experience 5 years of relevant experience in data engineering and business analytics or related field working on largescale complex programs focused on data integration & analytics. 5 years hands on experience in building reports using tableau 5 years of experience creating reports, dashboards, and or summarizing large amounts of data into actio…",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Global Product Scheduling Integration Data Analyst,Google,"Addison, Dallas","Global Product Scheduling Integration Data Analyst _corporate_fare_ Google _place_ Austin, TX, USA; Atlanta, GA, USA; 8 more; 7 more Mid Experience driving progress, solving problems, and mentoring more junior team members; deeper expertise and applied knowledge within relevant area. _info_outline_ XIn accordance with Washington state law, we are highlighting our comprehensive benefits package, which is available to all eligible US based employees. Benefits for this role include:  Health, denta…",Yes,"May 08, 2026","PR, Advertising & Marketing Jobs",148371.78,Addison,"global product scheduling integration data analyst _corporate_fare_ google _place_ austin, tx, usa; atlanta, ga, usa; 8 more; 7 more mid experience driving progress, solving problems, and mentoring more junior team members; deeper expertise and applied knowledge within relevant area. _info_outline_ xin accordance with washington state law, we are highlighting our comprehensive benefits package, which is available to all eligible us based employees. benefits for this role include:  health, denta…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
