title,company,location,description,salary_predicted,date_posted,category,avg_salary,city,description_clean,sql,python,power bi,tableau,excel,r,spark,aws,azure,snowflake,pandas,matplotlib,seaborn,machine learning,statistics,dax,etl,looker,databricks
"Data Architect - Aerospace, Defense & Mobility - Senior Manager- Consulting - Location OPEN",EY,"San Antonio, Bexar County","Location: Anywhere in Country At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. AI & Data - Data Architecture - Senior Manager - Power & Utilities Sector EY is seeking a motivated professional with solid experience in the automotive and aerospace sector to serve as a Senior Manager who possesses a robust background …",Yes,"April 11, 2026",IT Jobs,155503.11,San Antonio,"location: anywhere in country at ey, we're all in to shape your future with confidence. we'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. join ey and help to build a better working world. ai & data - data architecture - senior manager - power & utilities sector ey is seeking a motivated professional with solid experience in the automotive and aerospace sector to serve as a senior manager who possesses a robust background …",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Architect - Power & Utilities - Manager- Consulting - Location OPEN,EY,"Fort Worth, Tarrant County","Location: Anywhere in Country At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. AI & Data - Data Architecture - Manager - Power & Utilities Sector EY is seeking a motivated professional with solid experience in the utilities sector to serve as a Manager who possesses a robust background in Data Architecture, Data Mo…",Yes,"January 08, 2026",IT Jobs,134376.16,Fort Worth,"location: anywhere in country at ey, we're all in to shape your future with confidence. we'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. join ey and help to build a better working world. ai & data - data architecture - manager - power & utilities sector ey is seeking a motivated professional with solid experience in the utilities sector to serve as a manager who possesses a robust background in data architecture, data mo…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Architect - Power & Utilities - Manager- Consulting - Location OPEN,EY,"Tarrytown, Travis County","Location: Anywhere in Country At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. AI & Data - Data Architecture - Manager - Power & Utilities Sector EY is seeking a motivated professional with solid experience in the utilities sector to serve as a Manager who possesses a robust background in Data Architecture, Data Mo…",Yes,"January 08, 2026",IT Jobs,160556.25,Tarrytown,"location: anywhere in country at ey, we're all in to shape your future with confidence. we'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. join ey and help to build a better working world. ai & data - data architecture - manager - power & utilities sector ey is seeking a motivated professional with solid experience in the utilities sector to serve as a manager who possesses a robust background in data architecture, data mo…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Architect - Power & Utilities - Senior Manager- Consulting - Location OPEN,EY,"Tarrytown, Travis County","Location: Anywhere in Country At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. AI & Data - Data Architecture - Senior Manager - Power & Utilities Sector EY is seeking a motivated professional with solid experience in the utilities sector to serve as a Senior Manager who possesses a robust background in Data Archite…",Yes,"January 08, 2026",IT Jobs,172666.67,Tarrytown,"location: anywhere in country at ey, we're all in to shape your future with confidence. we'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. join ey and help to build a better working world. ai & data - data architecture - senior manager - power & utilities sector ey is seeking a motivated professional with solid experience in the utilities sector to serve as a senior manager who possesses a robust background in data archite…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Architect - Power & Utilities - Senior Manager- Consulting - Location OPEN,EY,"Highland Park, Dallas","Location: Anywhere in Country At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. AI & Data - Data Architecture - Senior Manager - Power & Utilities Sector EY is seeking a motivated professional with solid experience in the utilities sector to serve as a Senior Manager who possesses a robust background in Data Archite…",Yes,"January 08, 2026",IT Jobs,176845.66,Highland Park,"location: anywhere in country at ey, we're all in to shape your future with confidence. we'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. join ey and help to build a better working world. ai & data - data architecture - senior manager - power & utilities sector ey is seeking a motivated professional with solid experience in the utilities sector to serve as a senior manager who possesses a robust background in data archite…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Architect - Power & Utilities - Senior Manager- Consulting - Location OPEN,EY,"Fort Worth, Tarrant County","Location: Anywhere in Country At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. AI & Data - Data Architecture - Senior Manager - Power & Utilities Sector EY is seeking a motivated professional with solid experience in the utilities sector to serve as a Senior Manager who possesses a robust background in Data Archite…",Yes,"January 08, 2026",IT Jobs,144512.0,Fort Worth,"location: anywhere in country at ey, we're all in to shape your future with confidence. we'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. join ey and help to build a better working world. ai & data - data architecture - senior manager - power & utilities sector ey is seeking a motivated professional with solid experience in the utilities sector to serve as a senior manager who possesses a robust background in data archite…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Architect - Power & Utilities - Manager- Consulting - Location OPEN,EY,"Highland Park, Dallas","Location: Anywhere in Country At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. AI & Data - Data Architecture - Manager - Power & Utilities Sector EY is seeking a motivated professional with solid experience in the utilities sector to serve as a Manager who possesses a robust background in Data Architecture, Data Mo…",Yes,"January 08, 2026",IT Jobs,164441.97,Highland Park,"location: anywhere in country at ey, we're all in to shape your future with confidence. we'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. join ey and help to build a better working world. ai & data - data architecture - manager - power & utilities sector ey is seeking a motivated professional with solid experience in the utilities sector to serve as a manager who possesses a robust background in data architecture, data mo…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Architect - Power & Utilities - Senior Manager- Consulting - Location OPEN,EY,"Old Sixth Ward, Houston","Location: Anywhere in Country At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. AI & Data - Data Architecture - Senior Manager - Power & Utilities Sector EY is seeking a motivated professional with solid experience in the utilities sector to serve as a Senior Manager who possesses a robust background in Data Archite…",Yes,"January 08, 2026",IT Jobs,162188.78,Old Sixth Ward,"location: anywhere in country at ey, we're all in to shape your future with confidence. we'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. join ey and help to build a better working world. ai & data - data architecture - senior manager - power & utilities sector ey is seeking a motivated professional with solid experience in the utilities sector to serve as a senior manager who possesses a robust background in data archite…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Architect - Power & Utilities - Manager- Consulting - Location OPEN,EY,"San Antonio, Bexar County","Location: Anywhere in Country At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. AI & Data - Data Architecture - Manager - Power & Utilities Sector EY is seeking a motivated professional with solid experience in the utilities sector to serve as a Manager who possesses a robust background in Data Architecture, Data Mo…",Yes,"January 08, 2026",IT Jobs,131263.2,San Antonio,"location: anywhere in country at ey, we're all in to shape your future with confidence. we'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. join ey and help to build a better working world. ai & data - data architecture - manager - power & utilities sector ey is seeking a motivated professional with solid experience in the utilities sector to serve as a manager who possesses a robust background in data architecture, data mo…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Architect - Power & Utilities - Senior Manager- Consulting - Location OPEN,EY,"San Antonio, Bexar County","Location: Anywhere in Country At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. AI & Data - Data Architecture - Senior Manager - Power & Utilities Sector EY is seeking a motivated professional with solid experience in the utilities sector to serve as a Senior Manager who possesses a robust background in Data Archite…",Yes,"January 08, 2026",IT Jobs,141163.98,San Antonio,"location: anywhere in country at ey, we're all in to shape your future with confidence. we'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. join ey and help to build a better working world. ai & data - data architecture - senior manager - power & utilities sector ey is seeking a motivated professional with solid experience in the utilities sector to serve as a senior manager who possesses a robust background in data archite…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Architect - Power & Utilities - Manager- Consulting - Location OPEN,EY,"Old Sixth Ward, Houston","Location: Anywhere in Country At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. AI & Data - Data Architecture - Manager - Power & Utilities Sector EY is seeking a motivated professional with solid experience in the utilities sector to serve as a Manager who possesses a robust background in Data Architecture, Data Mo…",Yes,"January 08, 2026",IT Jobs,150813.25,Old Sixth Ward,"location: anywhere in country at ey, we're all in to shape your future with confidence. we'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. join ey and help to build a better working world. ai & data - data architecture - manager - power & utilities sector ey is seeking a motivated professional with solid experience in the utilities sector to serve as a manager who possesses a robust background in data architecture, data mo…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Principal Associate, Financial Planning & Analysis",Capital One,"Houston, Harris County","Principal Associate, Financial Planning & Analysis Capital One is seeking a motivated professional for a Principal Associate position for the PULSE Network organization in the Global Payment Network (GPN) Finance team. The associate will perform core Financial Planning & Analysis (FP&A) duties for their organization, including managing monthly processes & forecasts, perform reporting and analysis to support presentation and ad hoc requests, preparing profit & loss or other statements, build rep…",No,"May 24, 2026",Accounting & Finance Jobs,117650.0,Houston,"principal associate, financial planning & analysis capital one is seeking a motivated professional for a principal associate position for the pulse network organization in the global payment network (gpn) finance team. the associate will perform core financial planning & analysis (fp&a) duties for their organization, including managing monthly processes & forecasts, perform reporting and analysis to support presentation and ad hoc requests, preparing profit & loss or other statements, build rep…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Project Specialist - Data Center Portfolio,Quality Technology Services,"Irving, Dallas","Who We Are: It's exciting to find yourself standing in a pivotal moment in time. It’s even more exciting to be out front leading it. At QTS, our world-class data centers are supporting our customers most strategic growth initiatives, positioning us at the forefront of today’s dynamic digital transformation. As AI and cloud drive the demand for increased speed, capacity and capability, QTS has emerged as the global digital infrastructure leader, committed to connecting the world for good. Driven…",Yes,"February 15, 2026",IT Jobs,101924.55,Irving,"who we are: it's exciting to find yourself standing in a pivotal moment in time. it’s even more exciting to be out front leading it. at qts, our world-class data centers are supporting our customers most strategic growth initiatives, positioning us at the forefront of today’s dynamic digital transformation. as ai and cloud drive the demand for increased speed, capacity and capability, qts has emerged as the global digital infrastructure leader, committed to connecting the world for good. driven…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Material Procurement Associate Project Manager - Automated Logic(Waco, TX)",Carrier Corporation,"Richardson, Dallas","About Carrier Carrier Global Corporation, global leader in intelligent climate and energy solutions, is committed to creating innovations that bring comfort, safety and sustainability to life. Through cutting-edge advancements in climate solutions such as temperature control, air quality and transportation, we improve lives, empower critical industries and ensure safe transport of food, lifesaving medicines and more. Since inventing modern air conditioning in 1902, we lead with purpose: enhanci…",No,"May 01, 2026",Engineering Jobs,97000.0,Richardson,"about carrier carrier global corporation, global leader in intelligent climate and energy solutions, is committed to creating innovations that bring comfort, safety and sustainability to life. through cutting-edge advancements in climate solutions such as temperature control, air quality and transportation, we improve lives, empower critical industries and ensure safe transport of food, lifesaving medicines and more. since inventing modern air conditioning in 1902, we lead with purpose: enhanci…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Systems Analyst,"Austin, TX","Austin, Travis County","Understands business objectives and problems, identifies alternative solutions, performs studies and cost/benefit analysis of alternatives. Analyzes user requirements, procedures, and problems to automate processing or to improve existing computer system: Confers with personnel of organizational units involved to analyze current operational procedures, identify problems, and learn specific input and output requirements, such as forms of data input, how data is to be; summarized, and formats for…",Yes,"April 21, 2026",IT Jobs,71734.91,Austin,"understands business objectives and problems, identifies alternative solutions, performs studies and cost/benefit analysis of alternatives. analyzes user requirements, procedures, and problems to automate processing or to improve existing computer system: confers with personnel of organizational units involved to analyze current operational procedures, identify problems, and learn specific input and output requirements, such as forms of data input, how data is to be; summarized, and formats for…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Engineer,Allied Consultants,"Austin, Travis County","Allied Consultants, Inc is a proudly Austin based firm with over 34 years of experience delivering top-tier technical and business professionals within Texas State Agencies. We are currently seeking an experience Data Engineer to play a key role within a high-impact technical services team. At Allied Consultants, we value our consultants and are committed to providing an exceptional experience including: Highly competitive pay rates Local support staff for responsive, personal service Comprehen…",Yes,"May 27, 2026",IT Jobs,108488.4,Austin,"allied consultants, inc is a proudly austin based firm with over 34 years of experience delivering top-tier technical and business professionals within texas state agencies. we are currently seeking an experience data engineer to play a key role within a high-impact technical services team. at allied consultants, we value our consultants and are committed to providing an exceptional experience including: highly competitive pay rates local support staff for responsive, personal service comprehen…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Oracle Database Administrator (DBA),Cymertek,"Fort Sam Houston, Bexar County","Oracle Database Administrator (DBA) LOCATION San Antonio, TX 78208 CLEARANCE TS/SCI Full Poly (Please note this position requires full U.S. Citizenship) KEY SUMMARY We are seeking a dedicated and detail-oriented Oracle Database Administrator (DBA) to join our team and ensure the stability, security, and efficiency of our database systems. In this role, you will be responsible for managing and maintaining Oracle databases, optimizing performance, and implementing strategies to ensure data integr…",Yes,"February 16, 2025",IT Jobs,106194.5,Fort Sam Houston,"oracle database administrator (dba) location san antonio, tx 78208 clearance ts/sci full poly (please note this position requires full u.s. citizenship) key summary we are seeking a dedicated and detail-oriented oracle database administrator (dba) to join our team and ensure the stability, security, and efficiency of our database systems. in this role, you will be responsible for managing and maintaining oracle databases, optimizing performance, and implementing strategies to ensure data integr…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Financial Analyst,Houston Methodist,"Panther Creek, Montgomery County","At Houston Methodist, the Financial Analyst position is responsible for maintaining and analyzing data related to the financial performance of the assigned entity, hospital(s), and/or contractual relationship. The Analyst is also responsible for compiling and reporting information as requested by Financial Accounting, Internal Audit, Revenue Cycle, their department, and entity management. Responsible for the routine analysis of data, and monthly reporting. The Financial Analyst highlights perfo…",Yes,"May 21, 2026",Accounting & Finance Jobs,66948.95,Panther Creek,"at houston methodist, the financial analyst position is responsible for maintaining and analyzing data related to the financial performance of the assigned entity, hospital(s), and/or contractual relationship. the analyst is also responsible for compiling and reporting information as requested by financial accounting, internal audit, revenue cycle, their department, and entity management. responsible for the routine analysis of data, and monthly reporting. the financial analyst highlights perfo…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Financial Analyst,Houston Methodist The Woodlands Hospital,"Tamina, Montgomery County","At Houston Methodist, the Financial Analyst position is responsible for maintaining and analyzing data related to the financial performance of the assigned entity, hospital(s), and/or contractual relationship. The Analyst is also responsible for compiling and reporting information as requested by Financial Accounting, Internal Audit, Revenue Cycle, their department, and entity management. Responsible for the routine analysis of data, and monthly reporting. The Financial Analyst highlights perfo…",Yes,"May 20, 2026",Accounting & Finance Jobs,63552.51,Tamina,"at houston methodist, the financial analyst position is responsible for maintaining and analyzing data related to the financial performance of the assigned entity, hospital(s), and/or contractual relationship. the analyst is also responsible for compiling and reporting information as requested by financial accounting, internal audit, revenue cycle, their department, and entity management. responsible for the routine analysis of data, and monthly reporting. the financial analyst highlights perfo…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Analyst, Market Intelligence",Abbott,"Austin, Travis County","Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. Our 115,000 colleagues serve people in more than 160 countries. JOB DESCRIPTION: Working at Abbott At Abbott, you can do work that matters, grow, and learn, care for yourself and family, be your true self and live…",No,"May 26, 2026",Accounting & Finance Jobs,117000.0,Austin,"abbott is a global healthcare leader that helps people live more fully at all stages of life. our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. our 115,000 colleagues serve people in more than 160 countries. job description: working at abbott at abbott, you can do work that matters, grow, and learn, care for yourself and family, be your true self and live…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Financial Analyst,Houston Methodist The Woodlands Hospital,"The Woodlands, Montgomery County","At Houston Methodist, the Financial Analyst position is responsible for maintaining and analyzing data related to the financial performance of the assigned entity, hospital(s), and/or contractual relationship. The Analyst is also responsible for compiling and reporting information as requested by Financial Accounting, Internal Audit, Revenue Cycle, their department, and entity management. Responsible for the routine analysis of data, and monthly reporting. The Financial Analyst highlights perfo…",Yes,"May 21, 2026",Accounting & Finance Jobs,63552.51,The Woodlands,"at houston methodist, the financial analyst position is responsible for maintaining and analyzing data related to the financial performance of the assigned entity, hospital(s), and/or contractual relationship. the analyst is also responsible for compiling and reporting information as requested by financial accounting, internal audit, revenue cycle, their department, and entity management. responsible for the routine analysis of data, and monthly reporting. the financial analyst highlights perfo…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IT Programmer Analyst,University of North Texas System,"Denton, Denton County","Title: IT Programmer Analyst Employee Classification: IT Programmer Analyst Campus: University of North Texas Division: UNT-Enrollment Management SubDivision-Department: UNT-Enrollment Systems Department: UNT-Enrollment Systems-165100 Job Location: Denton Salary: Commensurate with experience FTE: 1.000000 Retirement Eligibility: TRS Eligible About Us - Values Overview: Welcome to the University of North Texas System. The UNT System includes the University of North Texas in Denton and Frisco, th…",Yes,"April 08, 2026",IT Jobs,50068.43,Denton,"title: it programmer analyst employee classification: it programmer analyst campus: university of north texas division: unt-enrollment management subdivision-department: unt-enrollment systems department: unt-enrollment systems-165100 job location: denton salary: commensurate with experience fte: 1.000000 retirement eligibility: trs eligible about us - values overview: welcome to the university of north texas system. the unt system includes the university of north texas in denton and frisco, th…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Financial Analyst- Physician Organization (onsite Medical Center),Houston Methodist Specialty Physician Group,"Southgate, Houston","At Houston Methodist, the Financial Analyst position is responsible for maintaining and analyzing data related to the financial performance of the assigned entity, hospital(s), and/or contractual relationship. The Analyst is also responsible for compiling and reporting information as requested by Financial Accounting, Internal Audit, Revenue Cycle, their department, and entity management. Responsible for the routine analysis of data, and monthly reporting. The Financial Analyst highlights perfo…",Yes,"May 04, 2026",Accounting & Finance Jobs,114612.59,Southgate,"at houston methodist, the financial analyst position is responsible for maintaining and analyzing data related to the financial performance of the assigned entity, hospital(s), and/or contractual relationship. the analyst is also responsible for compiling and reporting information as requested by financial accounting, internal audit, revenue cycle, their department, and entity management. responsible for the routine analysis of data, and monthly reporting. the financial analyst highlights perfo…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Engineering SME-Crystal City, Va",Serco,"Terrell Hills, Bexar County","Position Description & Qualifications If you love engaging with high profile and challenging mission engineering projects supporting the U.S. Department of War, Serco has a great opportunity for you! The Mission Engineering Study Team Lead is the coordinator of a dynamic team that supports major systems acquisition, research, and engineering on behalf of the Office of the Secretary of War at the Pentagon and Mark Center offices. Bring your expertise and collaborative skills to make a positive i…",Yes,"May 13, 2026",Engineering Jobs,81361.99,Terrell Hills,"position description & qualifications if you love engaging with high profile and challenging mission engineering projects supporting the u.s. department of war, serco has a great opportunity for you! the mission engineering study team lead is the coordinator of a dynamic team that supports major systems acquisition, research, and engineering on behalf of the office of the secretary of war at the pentagon and mark center offices. bring your expertise and collaborative skills to make a positive i…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Engineering SME-Crystal City, Va",Serco,"Fort Bliss, El Paso County","Position Description & Qualifications If you love engaging with high profile and challenging mission engineering projects supporting the U.S. Department of War, Serco has a great opportunity for you! The Mission Engineering Study Team Lead is the coordinator of a dynamic team that supports major systems acquisition, research, and engineering on behalf of the Office of the Secretary of War at the Pentagon and Mark Center offices. Bring your expertise and collaborative skills to make a positive i…",Yes,"May 13, 2026",Engineering Jobs,78739.03,Fort Bliss,"position description & qualifications if you love engaging with high profile and challenging mission engineering projects supporting the u.s. department of war, serco has a great opportunity for you! the mission engineering study team lead is the coordinator of a dynamic team that supports major systems acquisition, research, and engineering on behalf of the office of the secretary of war at the pentagon and mark center offices. bring your expertise and collaborative skills to make a positive i…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Engineering SME-Crystal City, Va",Serco,"Fort Hood, Bell County","Position Description & Qualifications If you love engaging with high profile and challenging mission engineering projects supporting the U.S. Department of War, Serco has a great opportunity for you! The Mission Engineering Study Team Lead is the coordinator of a dynamic team that supports major systems acquisition, research, and engineering on behalf of the Office of the Secretary of War at the Pentagon and Mark Center offices. Bring your expertise and collaborative skills to make a positive i…",Yes,"May 13, 2026",Engineering Jobs,82395.6,Fort Hood,"position description & qualifications if you love engaging with high profile and challenging mission engineering projects supporting the u.s. department of war, serco has a great opportunity for you! the mission engineering study team lead is the coordinator of a dynamic team that supports major systems acquisition, research, and engineering on behalf of the office of the secretary of war at the pentagon and mark center offices. bring your expertise and collaborative skills to make a positive i…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Engineering SME-Crystal City, Va",Serco,"Fort Worth, Tarrant County","Position Description & Qualifications If you love engaging with high profile and challenging mission engineering projects supporting the U.S. Department of War, Serco has a great opportunity for you! The Mission Engineering Study Team Lead is the coordinator of a dynamic team that supports major systems acquisition, research, and engineering on behalf of the Office of the Secretary of War at the Pentagon and Mark Center offices. Bring your expertise and collaborative skills to make a positive i…",Yes,"May 13, 2026",Engineering Jobs,72403.86,Fort Worth,"position description & qualifications if you love engaging with high profile and challenging mission engineering projects supporting the u.s. department of war, serco has a great opportunity for you! the mission engineering study team lead is the coordinator of a dynamic team that supports major systems acquisition, research, and engineering on behalf of the office of the secretary of war at the pentagon and mark center offices. bring your expertise and collaborative skills to make a positive i…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lead Product Manager - Marketing and Sales Technology,UKG,"Tarrytown, Travis County","Why UKG: At UKG, the work you do matters. The code you ship, the decisions you make, and the care you show a customer all add up to real impact. Today, tens of millions of workers start and end their days with our workforce operating platform. Helping people get paid, grow in their careers, and shape the future of their industries. That's what we do. We never stop learning. We never stop challenging the norm. We push for better, and we celebrate the wins along the way. Here, you'll get flexibil…",Yes,"May 28, 2026",IT Jobs,164100.45,Tarrytown,"why ukg: at ukg, the work you do matters. the code you ship, the decisions you make, and the care you show a customer all add up to real impact. today, tens of millions of workers start and end their days with our workforce operating platform. helping people get paid, grow in their careers, and shape the future of their industries. that's what we do. we never stop learning. we never stop challenging the norm. we push for better, and we celebrate the wins along the way. here, you'll get flexibil…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Network Planning Analyst,Southwest Airlines,"Dallas, Texas","Department: Network Planning Our Company Promise We are committed to provide our Employees a stable work environment with equal opportunity for learning and personal growth. Creativity and innovation are encouraged for improving the effectiveness of Southwest Airlines. Above all, Employees will be provided the same concern, respect, and caring attitude within the organization that they are expected to share externally with every Southwest Customer. Job Description: The Network Planning Analyst …",Yes,"May 29, 2026",IT Jobs,84443.0,Dallas,"department: network planning our company promise we are committed to provide our employees a stable work environment with equal opportunity for learning and personal growth. creativity and innovation are encouraged for improving the effectiveness of southwest airlines. above all, employees will be provided the same concern, respect, and caring attitude within the organization that they are expected to share externally with every southwest customer. job description: the network planning analyst …",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TMAAS Senior Systems Engineer,RTX,"Dallas, Texas","Date Posted: 2026-05-15 Country: United States of America Location: US-TX-DALLAS-547A ~ 8201 Lemmon Ave ~ AUXILIARY BLDG Position Role Type: Onsite U.S. Citizen, U.S. Person, or Immigration Status Requirements: Active and transferable U.S. government issued security clearance is required prior to start date.​ U.S. citizenship is required, as only U.S. citizens are eligible for a security clearance​ Security Clearance Type: DoD Clearance: Top Secret Security Clearance Status: Active and existing…",No,"May 17, 2026",Engineering Jobs,82600.0,Dallas,"date posted: 2026-05-15 country: united states of america location: us-tx-dallas-547a ~ 8201 lemmon ave ~ auxiliary bldg position role type: onsite u.s. citizen, u.s. person, or immigration status requirements: active and transferable u.s. government issued security clearance is required prior to start date.​ u.s. citizenship is required, as only u.s. citizens are eligible for a security clearance​ security clearance type: dod clearance: top secret security clearance status: active and existing…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HRIS Analyst,ABM,"Sugar Land, Fort Bend County","Description This is a Hybrid Work Arrangement (in-office Mon-Thu) located at 14141 Southwest Freeway, Sugar Land, TX 77478 . Benefit Information: ABM offers a comprehensive benefits package. For information about ABM’s benefits, visit ABM 2026 Employee Benefits | Staff & Management The HRIS Insights & People Analytics Analyst is an elevated individual contributor who transforms HR data into clear, actionable insights and influences the design, quality, and effectiveness of HR systems and report…",Yes,"May 10, 2026",HR & Recruitment Jobs,103485.7,Sugar Land,"description this is a hybrid work arrangement (in-office mon-thu) located at 14141 southwest freeway, sugar land, tx 77478 . benefit information: abm offers a comprehensive benefits package. for information about abm’s benefits, visit abm 2026 employee benefits | staff & management the hris insights & people analytics analyst is an elevated individual contributor who transforms hr data into clear, actionable insights and influences the design, quality, and effectiveness of hr systems and report…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Senior or Principal Analyst, Advisory Services - Oil & Gas - 26117",Enverus,"San Antonio, Bexar County","Senior-to-Principal Analyst - Intelligence Advisory Services Why YOU want this position At Enverus, we're committed to empowering the global quality of life by helping our customers make energy affordable and accessible to the world. We are the most trusted energy-dedicated SaaS company, with a platform built to maximize value from generative AI, and our innovative solutions are reshaping the way energy is consumed and managed. By offering anytime, anywhere access to analytics and insights, we'…",Yes,"May 02, 2026","Energy, Oil & Gas Jobs",117603.34,San Antonio,"senior-to-principal analyst - intelligence advisory services why you want this position at enverus, we're committed to empowering the global quality of life by helping our customers make energy affordable and accessible to the world. we are the most trusted energy-dedicated saas company, with a platform built to maximize value from generative ai, and our innovative solutions are reshaping the way energy is consumed and managed. by offering anytime, anywhere access to analytics and insights, we'…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Senior or Principal Analyst, Advisory Services - Oil & Gas - 26117",Enverus,"Old Sixth Ward, Houston","Senior-to-Principal Analyst - Intelligence Advisory Services Why YOU want this position At Enverus, we're committed to empowering the global quality of life by helping our customers make energy affordable and accessible to the world. We are the most trusted energy-dedicated SaaS company, with a platform built to maximize value from generative AI, and our innovative solutions are reshaping the way energy is consumed and managed. By offering anytime, anywhere access to analytics and insights, we'…",Yes,"May 02, 2026","Energy, Oil & Gas Jobs",135119.03,Old Sixth Ward,"senior-to-principal analyst - intelligence advisory services why you want this position at enverus, we're committed to empowering the global quality of life by helping our customers make energy affordable and accessible to the world. we are the most trusted energy-dedicated saas company, with a platform built to maximize value from generative ai, and our innovative solutions are reshaping the way energy is consumed and managed. by offering anytime, anywhere access to analytics and insights, we'…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
